Runner,Game,Category,Run name,Run link
enriqueyr,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1171364510
enriqueyr,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1180965028
enriqueyr,Dark Souls,Any%,Dark Souls Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/1191704481
enriqueyr,Dark Souls,Any%,Dark Souls Any% No Hit – No HUD,https://www.twitch.tv/videos/1229553659
enriqueyr,Dark Souls,Any%,Dark Souls Any% No Hit – Halberd Only (World’s First),https://www.twitch.tv/videos/1270846907
enriqueyr,Dark Souls,All Main Game Bosses,Dark Souls All Main Game Bosses No Hit,https://www.twitch.tv/videos/1193225634
enriqueyr,Dark Souls,All Main Game Bosses,Dark Souls All Main Game Bosses No Hit – No HUD (World’s First),https://www.twitch.tv/videos/1231630299
enriqueyr,Dark Souls,All Bosses,Dark Souls All Bosses No Hit,https://www.twitch.tv/videos/1224559264
enriqueyr,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/1199089709
enriqueyr,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/1199089709
enriqueyr,Demon's Souls Remake,Any%,Demon’s Souls Any% No Hit,https://www.youtube.com/watch?v=SPsNN1WxKHc
enriqueyr,Demon's Souls Remake,Any%,Demon’s Souls Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/1514886053
enriqueyr,Demon's Souls Remake,Any%,Demon’s Souls Any% No Hit – SL1,https://www.youtube.com/watch?v=ZNHCyzzCtKY
enriqueyr,Demon's Souls Remake,"All Bosses ",Demon’s Souls All Bosses No Hit,https://www.youtube.com/watch?v=Yf_VphfviLE
enriqueyr,Demon's Souls Remake,"All Bosses ",Demon’s Souls All Bosses No Hit – Sorcery Only,https://www.youtube.com/watch?v=T8R7T55Y38o
enriqueyr,Demon's Souls Remake,"All Achievements ",Demon’s Souls All Achievements No Hit (World’s First),https://www.twitch.tv/collections/6b-a2XuFCRcm_A
Abeloplus,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://youtu.be/PHtUX0jQqpY
Abeloplus,Hollow Knight,Any%,Hollow Knight Any% No Hit – Nail Only,https://youtu.be/bLK98ZrHFj8
MrPedroIV,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.twitch.tv/videos/1169369692
MrPedroIV,Dark Souls,Any%,Dark Souls Any% No Hit – Sorcery,https://www.twitch.tv/videos/1823378942
MrPedroIV,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/1199758512
MrPedroIV,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/1482729116
MrPedroIV,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.twitch.tv/videos/1604433110
MrPedroIV,Dark Souls III,Any%,Dark Souls III Any% No Hit – Club Only,https://www.twitch.tv/videos/1611898029
MrPedroIV,Dark Souls III,Any%,Dark Souls III Any% No Hit – Battle Axe Only,https://www.twitch.tv/mrpedroiv/v/1845294614?sr=a&t=4059s
MrPedroIV,Dark Souls III,Any%,Dark Souls III Any% No Hit – Long Sword Only,https://www.twitch.tv/videos/1845448842
MrPedroIV,Dark Souls III,Any%,Dark Souls III Any% No Hit – Hand Axe Only,https://www.twitch.tv/videos/1858967738
MrPedroIV,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses,https://www.twitch.tv/videos/1508978386
MrPedroIV,Demon's Souls,Any%,Demon’s Souls Classic Any% No Hit,https://www.twitch.tv/videos/1805054376
MrPedroIV,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/1269079989
MrPedroIV,Bloodborne,Any%,Bloodborne Any% No Hit – Saw Spear Only,https://www.twitch.tv/videos/1285722610
MrPedroIV,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.twitch.tv/videos/1784647465
MrPedroIV,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1720994493
GatoTabaco,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/ek6hIXF3aEs
Leugitimo,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1832727262
Leugitimo,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/1714493532
Leugitimo,Sekiro,Shura,"Sekiro Shura Ending No Hit ",https://www.twitch.tv/videos/1252323799
Leugitimo,Sekiro,Shura,Sekiro Shura Ending No Hit – NKC/DB,https://www.twitch.tv/videos/1449152719
Leugitimo,Sekiro,Shura,"Sekiro Shura Ending No Hit – AP1, No Prosthetics",https://www.twitch.tv/videos/1486723588
Leugitimo,Sekiro,Shura,Sekiro Shura Ending No Hit – Duo (World’s First),https://www.twitch.tv/videos/1564141185
Leugitimo,Sekiro,Shura,"Sekiro Shura Ending No Hit/No Damage – Sword Only, No Skills, No Items",https://www.twitch.tv/videos/1597520028
Leugitimo,Sekiro,Shura,Sekiro Shura Ending No Hit – No Idols,https://www.twitch.tv/videos/1636152732
Leugitimo,Sekiro,Shura,Sekiro Shura Ending No Hit – No Reflect,https://www.twitch.tv/videos/1682729250
Leugitimo,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1298023360
Leugitimo,Sekiro,Immortal Severance,Sekiro Immortal Severance No Hit – No Kuro’s Charm/Demon Bell,https://www.twitch.tv/videos/1626326441
Leugitimo,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit – AP1,https://www.twitch.tv/videos/1642713190
Leugitimo,Sekiro,Purification,Sekiro Purification Ending No Hit,https://www.twitch.tv/videos/1474125523
Leugitimo,Sekiro,Return,Sekiro Return Ending No Hit,https://www.twitch.tv/videos/1505533871
Leugitimo,Sekiro,All Memories,Sekiro All Memories No Hit + Shura NG+,https://www.twitch.tv/videos/1311613179
Leugitimo,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1157213785
Leugitimo,Hollow Knight,Any%,Hollow Knight Skipless Any% No Hit – Nail Only (World’s First),https://www.twitch.tv/videos/1232690481
Leugitimo,Hollow Knight,All Skills,Hollow Knight All Skills No Hit,https://www.twitch.tv/videos/1200814320
Leugitimo,Hollow Knight,True Ending,Hollow Knight True Ending No Hit,https://www.twitch.tv/videos/1791119398
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Adamant Rail / Hestia Aspect",https://www.twitch.tv/videos/1280806006
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Shield of Chaos / Zagreus Aspect",https://www.twitch.tv/videos/1289705607
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Eternal Spear / Guan Yu Aspect",https://www.twitch.tv/videos/1282622675
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Shield of Chaos / Zagreus Aspect",https://www.twitch.tv/videos/1289705607
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Heart-Seeking Bow / Chiron Aspect",https://www.twitch.tv/videos/1296460411
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Eternal Spear / Zagreus Aspect",https://www.twitch.tv/videos/1430884035
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Cast Only",https://www.twitch.tv/videos/1310644257
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Heart-Seeking Bow / Zagreus Aspect",https://www.twitch.tv/videos/1311781650
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Heart-Seeking Bow / Hera Aspect",https://www.twitch.tv/videos/1528134657
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Eternal Spear / Zagreus Aspect",https://www.twitch.tv/videos/1539342727
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Shield of Chaos / Zeus Aspect",https://www.twitch.tv/videos/1548774172
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Adamant Rail / Zagreus Aspect",https://www.twitch.tv/videos/1550361994
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Malphon Fists / Gilgamesh Aspect",https://www.twitch.tv/videos/1550708940
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Rl4 (No Nyx Mirror)",https://www.twitch.tv/videos/1557712397
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Stygian Blade / Poseidon Aspect",https://www.twitch.tv/videos/1559322755
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Adamant Rail / Lucifer Aspect",https://www.twitch.tv/videos/1568980767
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Dash Only",https://www.twitch.tv/videos/1573706536
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Shield of Chaos / Chaos Aspect",https://www.twitch.tv/videos/1577384511
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, No Dash",https://www.twitch.tv/videos/1583002810
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Shield of Chaos / Beowulf Aspect ",https://www.twitch.tv/videos/1585865155
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Stygian Blade / Zagreus Aspect",https://www.twitch.tv/videos/1697106347
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Eternal Spear / Hades Aspect",https://www.twitch.tv/videos/1719256657
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Stygian Blade/Nemesis Aspect",https://www.twitch.tv/videos/1725492138
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Eternal Spear/Achilles Aspect",https://www.twitch.tv/videos/1727371005
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, No Companion",https://www.twitch.tv/videos/1727519636
Leugitimo,Hades,"Any% ",Hades Any% No Hit – No Damage Stygian Blade / Arthur Aspect,https://www.twitch.tv/videos/1766268592
Leugitimo,Hades,"Any% ",Hades Any% No Hit – No Damage Adamant Rail / Eris Aspect,https://www.twitch.tv/videos/1770158529
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Malphon Fists / Demeter Aspect",https://www.twitch.tv/videos/1768158787
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, No Choice",https://www.twitch.tv/videos/1773414014
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Malphon Fists / Talos Aspect",https://www.twitch.tv/videos/1784807642
Leugitimo,Hades,"Any% ","Hades Any% No Hit – No Damage, Malphon Fists / Zagreus Aspect",https://www.twitch.tv/videos/1794330707
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Adamant Rail/Hestia Aspect",https://www.twitch.tv/videos/1304777589
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Eternal Spear/Guan Yu Aspect",https://www.twitch.tv/videos/1309858502
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Heart-Seeking Bow/Rama Aspect",https://www.twitch.tv/videos/1496809803
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Shield of Chaos/Zagreus Aspect",https://www.twitch.tv/videos/1526991186
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Heart-Seeking Bow/Chiron Aspect",https://www.twitch.tv/videos/1548489665
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Heart-Seeking Bow/Hera Aspect",https://www.twitch.tv/videos/1543620728
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Heart-Seeking Bow/Zagreus Aspect",https://www.twitch.tv/videos/1563074991
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Shield of Chaos/Zeus Aspect",https://www.twitch.tv/videos/1569862002
Leugitimo,Hades,EM4,"Hades EM4 No Hit, No Damage, Cast Only (World’s First)",https://www.twitch.tv/videos/1574165945
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Shield Of Chaos/Chaos Aspect",https://www.twitch.tv/videos/1585241969
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Poseidon Only",https://www.twitch.tv/videos/1585850405
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Aphrodite Only",https://www.twitch.tv/videos/1597166511
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Artemis Only",https://www.twitch.tv/videos/1695971781
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Demeter Only",https://www.twitch.tv/videos/1719250900
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, No Companion",https://www.twitch.tv/videos/1758402489
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Zeus Only (World’s First)",https://www.twitch.tv/videos/1763551213
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Dionysus Only (World’s First)",https://www.twitch.tv/videos/1767753360
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Ares Only (World’s First)",https://www.twitch.tv/videos/1778208263
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Athena Only",https://www.twitch.tv/videos/1804554593
Leugitimo,Hades,EM4,"Hades EM4 No Hit – No Damage, Hermes Only",https://www.twitch.tv/videos/1826006203
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Poseidon Only",https://www.twitch.tv/videos/1292779356
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Only Aphrodite",https://www.twitch.tv/videos/1465828496
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Only Artemis",https://www.twitch.tv/videos/1465838765
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Only Ares",https://www.twitch.tv/videos/1495238716
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Demeter Only",https://www.twitch.tv/videos/1531912732
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Zeus Only",https://www.twitch.tv/videos/1563567443
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Chaos Only",https://www.twitch.tv/videos/1563773030
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Hermes Only",https://www.twitch.tv/videos/1564991738
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Dionysus Only",https://www.twitch.tv/videos/1564997659
Leugitimo,Hades,God Only,"Hades Any% No Hit – No Damage, Athena Only",https://www.twitch.tv/videos/1568898333
Leugitimo,Celeste,Any%,Celeste Any% No Hit,https://www.twitch.tv/videos/1684551559
Leugitimo,Multi Runs,Hades,"Hades Any% No Hit – No Damage, Multi God Only (3 Gods)",https://www.twitch.tv/videos/1731941593
Gazpachette,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://youtu.be/xopiDhosLUo
Truecrisel,Resident Evil 2 Remake,Resident Evil 2 REmake,"Resident Evil 2 No Damage Run – Leon 1st, No Item Box",https://youtu.be/tAZeyuGsQKM?t=175
Truecrisel,Resident Evil 2 Remake,Resident Evil 2 REmake,Resident Evil 2 No Damage Run – Claire 1st,https://www.twitch.tv/videos/1187938287
Truecrisel,Resident Evil 2 Remake,Resident Evil 2 REmake,Resident Evil 2 No Damage Run – Leon 2nd,https://www.twitch.tv/videos/1189447194
Truecrisel,Resident Evil 2 Remake,Resident Evil 2 REmake,Resident Evil 2 True Ending No Damage Run,https://www.twitch.tv/videos/1196362348
Truecrisel,Resident Evil 2 Remake,True Ending,Resident Evil 2 Hardcore True Ending No Damage – Claire 1st & Leon 2nd,https://www.twitch.tv/videos/1196362348
Truecrisel,Resident Evil 2 Classic,Any%,Resident Evil 2 No Damage – Leon A,https://www.youtube.com/watch?v=-XeU-8cAs24
Truecrisel,Resident Evil 2 Classic,Any%,"Resident Evil 2 No Damage – Leon A, Handgun Only (World’s First)",https://www.youtube.com/watch?v=AS4BSVOZvuE
Truecrisel,Resident Evil 2 Classic,Hard Any%,Resident Evil 2 No Damage – Leon A,https://www.twitch.tv/videos/1481328076
Truecrisel,Resident Evil 2 Classic,Hard Any%,Resident Evil 2 No Damage – Leon B,https://www.youtube.com/watch?v=jmPpLgTLA64
Truecrisel,Resident Evil 2 Classic,Hard Any%,Resident Evil 2 No Damage – Claire B,https://www.twitch.tv/videos/1489314021
Truecrisel,Resident Evil 4 Classic,Pro Any%,Resident Evil 4 No Damage – Professional,https://www.twitch.tv/videos/1234761358
dhoodlum,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://youtu.be/D-6mCy7aZNI
dhoodlum,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://youtu.be/SghfaHz-M64
NewBoxiest,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1178278532
xCLoOWnZ,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/1168269119
xCLoOWnZ,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1449904310
CZy4Rn1,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://youtu.be/ElUZoDzLckg
CZy4Rn1,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/871968784
CZy4Rn1,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://youtu.be/E6TCPcwG-lY
Leo Vernard,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://youtu.be/dMb5jAfWbtI
GG_JesusGames,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1146391206
GG_JesusGames,Dark Souls,Dark Souls II,Dark Souls II Any% No Hit,https://www.youtube.com/watch?v=TMBxHacKTU4
GG_JesusGames,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.youtube.com/watch?v=TMBxHacKTU4
DanielDJMI,Hades,Any%,"Hades Any% No Hit – No Damage, Adamant Rail / Aspect of Hestia",https://youtu.be/YzKJwUEWhEE
DanielDJMI,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow / Aspect of Rama",https://youtu.be/XIq6I_QrJnM
DanielDJMI,Hades,Any%,"Hades Any% No Hit – No Damage, Shield of Chaos / Aspect of Zeus",https://youtu.be/Fh5Z0bZCJfs
DanielDJMI,Hades,Any%,"Hades Any% No Hit – No Damage, Eternal Spear / Aspect of Guan Yu",https://youtu.be/eHOTqUoexj8
Losyto,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1185647514
Losyto,Hollow Knight,Any%,"Hollow Knight Any% No Hit – No Damage, No Upgrades",https://www.twitch.tv/videos/1288834445
Euqor97,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1288993232
Euqor97,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1480261958
Euqor97,Hollow Knight,Any%,Hollow Knight Any % No Hit,https://www.twitch.tv/videos/1186733967
Euqor97,Hades,Any%,"Hades Any % No Hit – No Damage, Heart-Seeking Bow / Rama Aspect",https://www.twitch.tv/videos/1255944033
GragenX,Hollow Knight,Any%,Hollow Knight Any % No Hit,https://www.twitch.tv/videos/1185930223
GragenX,Hollow Knight,Any%,Hollow Knight Any% No Damage,https://www.youtube.com/watch?v=gufZmk1qQtk
GragenX,Hollow Knight,All Skills,Hollow Knight All Skills No Hit,https://www.youtube.com/watch?v=xpTBb-RQT8Q
GragenX,Hollow Knight,True Ending,Hollow Knight True Ending No Hit – No Damage,https://www.youtube.com/watch?v=-FHb6R_pYMI&t=5335s
Wantedfire57,Hades,Any%,"Hades Any% No Hit – No Damage, Adamant Rail / Hestia Aspect",https://youtu.be/8uPDjfeRFs8
Wantedfire57,Hades,Any%,"Hades Any% No Hit – No Damage, Shield of Chaos / Zagreus Aspect",https://www.youtube.com/watch?v=eslNRYbKvf8&t=6s
Wantedfire57,Hades,Any%,"Hades Any% No Hit – No Damage, Eternal Spear / Guan Yu Aspect",https://www.youtube.com/watch?v=eBAXb3z4cgQ&t=1181s&ab_channel=WantedFire57
Wantedfire57,Hades,Any%,"Hades Any% No Hit – No Damage, Heart Seeking Bow / Rama Aspect",https://www.youtube.com/watch?v=d9RbOoTwQQE&t=1254s&ab_channel=WantedFire57
Wantedfire57,Hades,Any%,Hades Any% No Hit – No Damage. Shield of Chaos / Chaos Aspect,https://youtu.be/bz0Mpif6ylI
Wantedfire57,Hades,God Only,"Hades Any% No Hit – No Damage, Zeus Only",https://www.youtube.com/watch?v=fQXdAiYPC0E&ab_channel=WantedFire57
Wantedfire57,Hades,God Only,"Hades Any% No Hit – No Damage, Poseidon Only",https://youtu.be/Ri_tUUBvBwY
Wantedfire57,Hades,God Only,"Hades Any% No Hit – No Damage, Demeter Only",https://youtu.be/vg4Kp30NHSk
jonny_sasaki,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1188879986?t=0h11m52s
jonny_sasaki,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1304352539
Joeleren,Hollow Knight,Any%,Hollow Knight Any% No Damage,https://www.twitch.tv/videos/1148523273
Joeleren,Hollow Knight,Any%,"Hollow Knight Any% No Hit – No Damage, Nail Only, No Charms, No Upgrades (World’s First)",https://www.youtube.com/watch?v=BNUblTUf4Ps
Joeleren,Hollow Knight,All Skills,"Hollow Knight All Skills No Hit/No Damage, No Nail Upgrades",https://youtu.be/br4iSE9BGZE
Joeleren,Hollow Knight,Low%,Hollow Knight Low% No Hit – No Damage (World’s First),https://www.twitch.tv/videos/1410932318
Joeleren,Low%,Low%,Hollow Knight Low% No Hit – No Damage (World’s First),https://www.twitch.tv/videos/1410932318
Camelillo96,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/camelillo96/v/1184103644
Camelillo96,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.twitch.tv/videos/1479211193?sr=a&t=0s
Camelillo96,Dark Souls III,Any%,Dark Souls III Any% No Hit – Knife Bandit Only,https://www.twitch.tv/camelillo96/v/1483642299?sr=a&t=0s
Camelillo96,Dark Souls III,Any%,Dark Souls III Any% No Hit – Pyromancy Only,https://www.twitch.tv/videos/1500610011?filter=highlights&sort=time
Camelillo96,Dark Souls III,Any%,"Dark Souls III Any% No Hit – Cleric Class Equipment Only, No Leveling",https://www.twitch.tv/camelillo96/v/1721271324?sr=a&t=0s
Camelillo96,Dark Souls III,Any%,Dark Souls III Any% No Hit – Hand Axe Only,https://www.twitch.tv/camelillo96/v/1815421243?sr=a&t=0s
Camelillo96,Dark Souls III,Any%,Dark Souls III Any% No Hit – Battle Axe Only,https://www.twitch.tv/videos/1826409356
fabiancho13,Bloodborne,Any%,Bloodborne Any% No Hit – Saw Cleaver,https://www.twitch.tv/videos/1180750054
fabiancho13,Demon's Souls Remake,Any%,Demon’s Souls Any% No Hit,https://www.twitch.tv/videos/1704709496
Chichardo321,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.youtube.com/watch?v=oxNk2Wj5bD4&t=5s
PeyloW,Bloodborne,Any%,Bloodborne Any% No Hit – Saw Cleaver,https://www.twitch.tv/videos/1199003165
Teyne,Cuphead,Any%,Cuphead Any% No Damage – Twin Heart (World’s First),https://www.youtube.com/watch?v=MLxcmHBsxQc
Teyne,Cuphead,Any%,"Cuphead Any% No Damage – All Secret Phases, Peashooter Only (World’s First)",https://www.youtube.com/watch?v=uyvvMVLKQuM
Teyne,Cuphead,Any%,"Cuphead Any% No Damage – All Secret Phases, Charger Only (World’s First)",https://youtu.be/TqqX8kjQqW4
Teyne,Cuphead,Any%,Cuphead Any% No Damage Charge Only + Twin Heart (World’s First),https://www.youtube.com/watch?v=DLEFy2jrka8
Teyne,Cuphead,Any%,Cuphead Any% No Damage – Co-op Run,https://www.youtube.com/watch?v=OLd1ZFRPth8
Teyne,Cuphead,Any%,Cuphead Any% No Damage – Charge Only,https://youtu.be/N65pMyflXbE
Teyne,Cuphead,Any%,"Cuphead Any% No Damage – All Phases, Lobber Only (World’s First)",https://youtu.be/avYObNxCM3U
Teyne,Cuphead,Any%,"Cuphead Any% No Damage – All Secret Phases, Converge Only (World’s First)",https://youtu.be/VFv1QNzH-zA
Teyne,Cuphead,Any%,"Cuphead Any% No Damage – All Secret Phases, No Charms (World’s First)",https://youtu.be/wwTDX95DdKQ
Teyne,Cuphead,Any%,"Cuphead Any% No Damage – All Phases, Spread Only (World’s First)",https://youtu.be/BMb9yGr1Tdg
Teyne,Cuphead,Any%,Cuphead Any% No Damage – Charge Only – Co-op Run (World’s First),https://www.twitch.tv/videos/1834939243
Teyne,Cuphead,Any%,Cuphead Any% No Damage – Roundabout Only – Co-op Run (World’s First),https://www.twitch.tv/videos/1849579382
Teyne,Cuphead,Any%,Cuphead Any% No Damage – Peashooter Only – Co-op Run (World’s First),https://youtu.be/trnPW5MAkzg
Teyne,Cuphead,Expert Any%,"Cuphead Expert Any% No Damage – All Secret Phases, Charge Only (World’s First)",https://youtu.be/y1r1GcmS5Hc
Teyne,Cuphead,Expert Any%,"Cuphead Expert Any% No Damage – All S Ranks, All Phases, Peashooter Only (World’s First)",https://youtu.be/vkqEAaAGr2U
Teyne,Cuphead,All Flags,Cuphead All Flags All Secret Phases No Damage Run (World’s First),https://www.twitch.tv/videos/1179329205
Teyne,Cuphead,All Flags,Cuphead All Flags No Damage – Co-op Run (World’s First),https://www.twitch.tv/videos/1693048348
Teyne,Cuphead,Expert All Flags,Cuphead Expert All Flags All Phases No Damage Run (World’s First),https://youtu.be/3ALn2rCGPug
Teyne,Cuphead,All Isles,"Cuphead All Isles No Damage – All Phases, All King Dice Bosses (World’s First)",https://youtu.be/IU5fbXel5HQ
Teyne,Cuphead,All Isles,"Cuphead All Isles No Damage, All Secret Phases, Charge Only (World’s First)",https://youtu.be/E9EiO14Nu8Q
Teyne,Cuphead,DLC Any%,Cuphead DLC Any% No Damage – Co-op Run (World’s First),https://www.twitch.tv/videos/1632421790
Teyne,Cuphead,DLC Any%,Cuphead DLC Any% No Damage Charge Only and Secret Phase – Co-op Run (World’s First),https://www.youtube.com/watch?v=aSqdOEPui2Q
Teyne,Cuphead,DLC Any%,Cuphead DLC Any% No Damage No dash / No mini-plane and Secret Phase (World’s First),https://www.youtube.com/watch?v=V3-rY5EQ_Vg
Teyne,Cuphead,Expert DLC Any%,Cuphead DLC Expert Any% No Damage – Secret Phase (World’s First),https://www.youtube.com/watch?v=nOSxI_-OXD4
Teyne,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=2ZnJKYTkMXk
Teyne,Sekiro,Shura,Sekiro Shura Ending No Hit – AP1,https://youtu.be/zOkLjpwa_GA
Teyne,Sekiro,Shura,Sekiro Shura Ending No Hit – No Prosthetics,https://youtu.be/ARIYHKU7FVI
Teyne,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://youtu.be/9Ujzcbs5iUI
Teyne,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1273454112
Teyne,Resident Evil 3 Remake,Hard Any%,"Resident Evil 3 No Hit – All Nemesis Supply Cases, No Intro",https://youtu.be/2Xqxw3Z8rO8
Imposion,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=ZxeN4SO6zok
Imposion,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance No Hit,https://www.youtube.com/watch?v=IQqdMghPdwE
Piyastre,Hades,Any%,"Hades Any% No Hit – No Damage, Adamant Rail / Hestia Aspect",https://www.youtube.com/watch?v=q9sj4HM4ajY
Piyastre,Hades,Any%,"Hades Any% No Hit – No Damage, All Bosses",https://www.youtube.com/watch?v=YNeFXbCuFME
Piyastre,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow / Rama Aspect",https://www.twitch.tv/videos/1230835471
