Runner,Game,Category,Run name,Run link
Malzaharius,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.twitch.tv/videos/714717418
Malzaharius,Dark Souls III,Any%,Dark Souls III Any% No Hit – Greatlance (World’s First),https://www.twitch.tv/videos/730783549
Malzaharius,Dark Souls III,Any%,Dark Souls III Any% – Bandit’s Knife,https://www.twitch.tv/videos/733207119
Malzaharius,Dark Souls III,Any%,Dark Souls III Any% No Hit – Claw Only,https://www.twitch.tv/videos/849733339
Malzaharius,Dark Souls III,Any%,Dark Souls III Any% No Hit – Greataxe Only,https://www.twitch.tv/videos/852252247
Malzaharius,Dark Souls III,Any%,Dark Souls III Any% No Hit – Exile GS Only,https://www.twitch.tv/videos/1003643074
Malzaharius,Dark Souls III,Any%,"Dark Souls III Any% No Hit – Dagger Only, Left Hand Only (World’s First)",https://www.twitch.tv/videos/1776617237
Malzaharius,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses – Sorcery Only,https://www.twitch.tv/videos/552631683?collection=8drv5PyaxhUQTA
Malzaharius,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses – Pyromancy Only,https://www.twitch.tv/videos/563123613?collection=8drv5PyaxhUQTA
Malzaharius,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses – Miracles Only,https://www.twitch.tv/videos/597019637
Odysee,Dark Souls II,Any%,Dark Souls II Any% No Hit – Ultra Greatsword (World’s First),https://www.twitch.tv/videos/746230329
Odysee,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/921283381
Odysee,Dark Souls II,Any%,Dark Souls II Any% No Hit – Bow Only,https://www.twitch.tv/videos/965736615
Odysee,Dark Souls II,Any%,Dark Souls II Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/964808781
Odysee,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/501545330
DistractionCrab,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://youtu.be/IyGdtpV5a6o
DistractionCrab,Dark Souls III,Any%,Dark Souls III Any% No Hit – Miracles Only,https://www.twitch.tv/videos/842242651
DistractionCrab,Dark Souls III,Any%,Dark Souls III Any% No Hit – Pyromancy Only,https://www.twitch.tv/videos/975743352
DistractionCrab,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1 No Upgrades/Infusions,https://www.twitch.tv/videos/1030085231
DistractionCrab,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses No Hit – Miracles Only,https://www.twitch.tv/videos/842244203
DistractionCrab,Dark Souls III,All Bosses,Dark Souls III All Bosses No Hit – Miracles Only (World’s First),https://www.twitch.tv/videos/842240738
DistractionCrab,Dark Souls III,All Bosses,Dark Souls III All Bosses No Hit – Sorcery Only (World’s First),https://www.twitch.tv/videos/960072902
updowngetaway,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/510630409
zafer_alqatma,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/824253167
zafer_alqatma,Dark Souls II,Any%,Dark Souls II Any% No Hit – Falchion,https://www.twitch.tv/videos/1074236712
zafer_alqatma,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/963889503
zafer_alqatma,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses No Hit,https://www.twitch.tv/videos/1294813770
zafer_alqatma,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/521451842
zafer_alqatma,Bloodborne,Any%,Bloodborne Any% No Hit – Saw Spear,https://www.twitch.tv/zafer_alqatma/video/562187829
zafer_alqatma,Bloodborne,Any%,Bloodborne Any% No Hit – Threaded Cane,https://www.twitch.tv/videos/604422441
zafer_alqatma,Bloodborne,Any%,Bloodborne Any% No Hit – Tonitrus (World’s First),https://www.twitch.tv/videos/606690476
zafer_alqatma,Bloodborne,All Main Game Bosses,Bloodborne All Main Game Bosses No Hit,https://www.twitch.tv/videos/556706017
zafer_alqatma,Bloodborne,All Main Game Bosses,Bloodborne All Main Game Bosses No Hit – Saw Spear,https://www.twitch.tv/videos/583217628
zafer_alqatma,Bloodborne,All Bosses,Bloodborne All Bosses No Hit Part 1,https://www.twitch.tv/videos/565186475
zafer_alqatma,Bloodborne,All Bosses,Bloodborne All Bosses No Hit Part 2,https://www.twitch.tv/videos/565188004
zafer_alqatma,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Damage,https://www.twitch.tv/videos/641536812
zafer_alqatma,Sekiro,All Beads & Memories,Sekiro All Beads & Memories Ending No Damage,https://www.twitch.tv/videos/672450945
zafer_alqatma,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage Run – Claire 1st,https://www.twitch.tv/videos/1175599286
zafer_alqatma,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage Run – Claire 2nd,https://www.twitch.tv/videos/1182794201
Hemptet,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://youtu.be/Yr3O3iv_sVM
Hemptet,Dark Souls III,Any%,Dark Souls III SL1 Any% No Hit,https://youtu.be/THjlp29g4WQ
Hemptet,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses No Hit,https://youtu.be/QovX4oYddD4
BarkerGH,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/528153662
BarkerGH,Dark Souls,All Bosses,Dark Souls All Bosses No Hit,https://youtu.be/GV_4blQFz_I
sebbangeli,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/528645106?filter=highlights&sort=time
sebbangeli,Dark Souls III,Dark Souls III,Dark Souls III Any% No Hit – Vordt’s Hammer,https://www.twitch.tv/videos/793220678
AlliCocoa,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Damage,https://www.youtube.com/watch?v=RtSJLiiXe6I
Brutal_nerd,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/vvnZSKjr4qc
Brutal_nerd,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://youtu.be/OTRjsKvsfZM
Brutal_nerd,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/829942747
SlowpokeReggae,Dark Souls,Any%,Dark Souls Any% No Hit – Alternate Controller (World’s First),https://youtu.be/MUHn-GwkoC8
Jens_DV,Dark Souls II,Any%,Dark Souls II Any% No Hit – Miracles Only Part 1 (World’s First),https://www.twitch.tv/videos/547934873
Jens_DV,Dark Souls II,Any%,Dark Souls II Any% No Hit – Miracles Only Part 2 (World’s First),https://www.twitch.tv/videos/547937872
El_Shago,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/543360625
Teroskull,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/777838996
Teroskull,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/555911918?collection=8_QxGpai9RXo3A
godi_1981,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/554869089
kungfupancaked,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.youtube.com/watch?v=a7d-uEf2UH0
BaileyMitxhell,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/559415538
BioticNova,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/561130296
BioticNova,Dark Souls III,All Main Game Bosses,Dark Souls III All Main Game Bosses No Hit,https://www.twitch.tv/videos/643758836?filter=highlights&sort=time
armselig7,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/567386728
Ay_Reap3r,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/580079063?collection=prqFUUuLARaYtw
ZesicionX,Dark Souls,Any%,Dark Souls Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/568684807
ZesicionX,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.youtube.com/watch?v=NDhwywgMYXY&lc=UgxvhsRyi3DqMqRGXD94AaABAg
ZesicionX,Dark Souls,All Bosses,Dark Souls All Bosses No Hit – Sorcery Only,https://www.twitch.tv/videos/925389240
ShadyDutchy,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/584819580
ShadyDutchy,Dark Souls II,Any%,Dark Souls II Any% No Hit – Dagger Only (World’s First),https://www.twitch.tv/videos/720041340
ShadyDutchy,Dark Souls II,Any%,Dark Souls II Any% No Hit – No Upgrades/Infusions,https://www.twitch.tv/videos/826518831
okayitsliz,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Damage,https://www.twitch.tv/videos/601281850
Lukeeloki,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.youtube.com/watch?v=RNpD_YcLMcg
Lukeeloki,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.youtube.com/watch?v=IW3_AakVDTU
Lukeeloki,Sekiro,Shura Ending,Sekiro Shura No Damage,https://youtu.be/waeNO-inZW4
Couvs,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/582579567
tobi_eat_world,Dark Souls II,Any%,Dark Souls II Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/1814001389
tobi_eat_world,Dark Souls III,Any%,Dark Souls III Any % No Hit,https://www.twitch.tv/videos/586818398
tobi_eat_world,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/986350205
tobi_eat_world,Bloodborne,Any%,Bloodborne Any% No Hit – BL4,https://www.twitch.tv/videos/1027179616
tobi_eat_world,Demon's Souls: Remake,All Bosses,Demon’s Souls All Bosses No Hit,https://www.twitch.tv/videos/859227742?collection=9lUrEdUQVxZdtQ
tobi_eat_world,Sekiro,Shura Ending,Sekiro Shura Ending No Damage,https://www.twitch.tv/videos/621595431?collection=9lUrEdUQVxZdtQ
starnyxx,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://youtu.be/qmgGjbhDS1s
charlybitmey,Sekiro,Shura Ending,Sekiro Shura Ending No Damage,https://www.twitch.tv/videos/614093760
charlybitmey,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Damage,https://www.twitch.tv/videos/614950772
charlybitmey,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/989824861?t=0h0m14s
TheOrson,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/922092398
TheOrson,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/863465396
TheOrson,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/744725280
AlphaMystogan1221,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/5ZZRHIcwVlk
AlphaMystogan1221,Dark Souls,Any%,Dark Souls Any% No Hit – Sorcery Only,https://www.youtube.com/watch?v=2LFrrrqv5qM
AlphaMystogan1221,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.youtube.com/watch?v=PlGV0d67aQk
AlphaMystogan1221,Dark Souls II,Any%,Dark Souls II Any% No Hit – Sorcery Only,https://www.youtube.com/watch?v=uL1VI0LVi6k
AlphaMystogan1221,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.youtube.com/watch?v=y1ARTqlU9yA
AlphaMystogan1221,Dark Souls III,Any%,Dark Souls III Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/1112374360
AlphaMystogan1221,Multiple,Dark Souls Trilogy,Dark Souls Trilogy No Hit,https://youtu.be/94mGd__8aO0
AlphaMystogan1221,Multiple,Dark Souls Trilogy,Dark Souls Trilogy No Hit – Sorcery Only,https://youtu.be/-Pxp6PCLv1Q
fabianbaggins,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/618592279
fabianbaggins,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/909333883
klampscast,Demon's Souls: Classic,All Bosses,"Demon’s Souls Classic All Bosses No Hit ",https://youtu.be/y3iuN0hLpLY
klampscast,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.youtube.com/watch?v=VnA9TffqXSw
klampscast,Dark Souls,All Bosses,Dark Souls All Bosses No Hit,https://youtu.be/dygrs_s1jNQ
klampscast,Dark Souls II,Any%,Dark Souls II Any % No Hit,https://www.youtube.com/watch?v=AAPLECaWkmw
klampscast,Dark Souls III,Any%,Dark Souls III Any % No Hit,https://www.youtube.com/watch?v=R1-ATe4i11I
klampscast,Bloodborne,Any%,Bloodborne Any % No Hit,https://www.youtube.com/watch?v=dRoE34Ce010
klampscast,Bloodborne,Any%,Bloodborne Any% No Hit – BL4,https://www.youtube.com/watch?v=EYZbCGJ7ztM
klampscast,Bloodborne,All Main Game Bosses,Bloodborne All Main Game Bosses No-Hit,https://youtu.be/mhSb4E_630o
klampscast,Bloodborne,All Bosses,Bloodborne All Bosses No Hit,https://youtu.be/kMH00s-HVYQ
klampscast,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=6HfR6mUdfDY
klampscast,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://www.youtube.com/watch?v=6AlotfJh6lk
klampscast,Elden Ring,Any%,Elden Ring Any% No Hit,https://youtu.be/ybgiE92aq70
klampscast,Cuphead,Cuphead,Cuphead Any% No Damage,https://www.youtube.com/watch?v=AvAx6T-Jqgk
klampscast,Hollow Knight,Hollow Knight,Hollow Knight Any % No Hit,https://youtu.be/F-Y_vzRrVmY
NeXuRyZz,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.youtube.com/watch?v=KEeP5ZHqTW4
NeXuRyZz,Dark Souls II,Any%,"Dark Souls II Any % No Hit – Melee Only (World’s First) ",https://www.twitch.tv/videos/381205197?collection=qI1ff4O8qxWBAA
NeXuRyZz,Dark Souls III,Any%,Dark Souls III Any % No Hit,https://www.youtube.com/watch?v=JbCz0thHWKE
NeXuRyZz,Dark Souls III,Any%,Dark Souls III Any % No Hit – Uchigatana Only,https://youtu.be/9vVMV7yb_ls
NeXuRyZz,Dark Souls III,Any%,Dark Souls III Any% No Hit – Fist Only,https://youtu.be/X_w1im9wH0g
NeXuRyZz,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=TYVDk-PWDnY&start=0s
NeXuRyZz,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://www.youtube.com/watch?v=mabXlYIImjY&t=3s
NeXuRyZz,Sekiro,Immortal Severance,Sekiro Immortal Severance No Hit – AP1,https://www.youtube.com/watch?v=oJYqGmzlWDk&feature=youtu.be
NeXuRyZz,Sekiro,Purification,Sekiro Purification Ending No Hit,https://youtu.be/q0VxT9FVay8
NeXuRyZz,Sekiro,All Memories,Sekiro All Memories No Hit,https://youtu.be/jGznu0V_jys
VexGK,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/631123624?filter=highlights&sort=time
ianmccormick,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/599922434
MiaouBanane,Sekiro,"Shura ",Sekiro Shura Ending No Damage,https://www.twitch.tv/videos/624636271
MiaouBanane,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Damage,https://www.twitch.tv/videos/621841465
MiaouBanane,Sekiro,Purification,Sekiro Purification Ending No Damage,https://www.twitch.tv/videos/636793774
WayOfLoci,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.youtube.com/watch?v=BZcReE8mLic
WayOfLoci,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/627985255
WayOfLoci,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/737340802
WayOfLoci,Sekiro,Purification,Sekiro Purification Ending No Hit,https://www.twitch.tv/videos/745138342
WayOfLoci,Cuphead,Any%,Cuphead Any% No Hit,https://youtu.be/BxthF11DTwo
WayOfLoci,Cuphead,DLC Any%,Cuphead DLC Any% No Damage,https://youtu.be/ScSNdeutBI4
WayOfLoci,Hollow Knight,Any%,Hollow Knight No Damage Any%,https://www.youtube.com/watch?v=r1gzKbYNk8k
WayOfLoci,Crash Bandicoot,Any%,Crash Bandicoot Any% No Hit,https://youtu.be/Q-7tcLpRoxo
WayOfLoci,Crash Bandicoot 3: Warped,Any%,Crash Bandicoot 3: Warped Any% No Hit,https://youtu.be/UlQNsYSaS0A
WayOfLoci,Celeste,Any%,Celeste Any% No Hit,https://youtu.be/jfjsNUB-Was
AvionCoIossus,Dark Souls II,Any%,Dark Souls II Any% No Hit – Magic,https://www.youtube.com/watch?v=eVtGs5LHJOM
AvionCoIossus,Dark Souls II,Any%,Dark Souls II Any% No Damage,https://www.youtube.com/watch?v=9keNjSEAGeY
AvionCoIossus,Dark Souls II,Any%,Dark Souls II Any% No Hit – Hexes,https://www.youtube.com/watch?v=gmHYVcpp_eo
AvionCoIossus,Dark Souls II,Any%,Dark Souls II Any% No Hit – No Upgrades/Infusions,https://youtu.be/MUwJk1j-e7A
AvionCoIossus,Dark Souls II,Any%,Dark Souls II Any% No Hit – Bow Only,https://www.youtube.com/watch?v=M9u9PooOE7w
AvionCoIossus,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.youtube.com/watch?v=kTZNSuF8CEk
AvionCoIossus,Demon's Souls Classic,All Bosses,Demon’s Souls All Bosses No Hit – Sorcery Only,https://www.youtube.com/watch?v=dUMJ1r0jUDc
xZiova,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/639110331
broussbrouss,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.youtube.com/watch?v=nfxUzfW9AKY
broussbrouss,Dark Souls,Any%,Dark Souls Any% No Hit – SL1 No Upgrades/Infusions No Pyro (World’s First),https://youtu.be/7HfYU0DuFsw
broussbrouss,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://youtu.be/gkD_FTgH_wY
broussbrouss,Dark Souls III,Any%,"Dark Souls III Any% No Hit Dark Souls III Any% No Hit – SL1 ",https://www.youtube.com/watch?v=3Kf2F1i8VZk&start=3s
broussbrouss,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.youtube.com/watch?v=7O3Q17xOayo
broussbrouss,Sekiro,Shura Ending,Sekiro Shura Ending No Damage,https://www.youtube.com/watch?v=5AwuUHXbe3k
kaibiv,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/647682404
kaibiv,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=hjS_SeCb6Ps
ritual___,Dark Souls II,Any%,Dark Souls II Any% No Hit – Hex Only,https://www.twitch.tv/videos/640127669
ritual___,Dark Souls II,Any%,Dark Souls II Any% No Hit – Miracle Only,https://www.twitch.tv/videos/663060983
ritual___,Dark Souls II,Any%,Dark Souls II Any% No Hit – Pyromancy Only,https://www.twitch.tv/videos/669977587
ritual___,Dark Souls II,Any%,Dark Souls II Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/672604373
ritual___,Dark Souls II,All Main Game Bosses,Dark Souls II All Main Game Bosses No Hit – Miracles Only (World’s First),https://www.twitch.tv/videos/1127516203
ritual___,Elden Ring,Any%,Elden Ring Any% No Hit – Incantations Only (World’s First),https://www.youtube.com/watch?v=jpH9HHLfaW0
TheKnightNox,Dark Souls,Any%,Dark Souls Any % No Hit – SL1,https://www.twitch.tv/videos/658261770
TheKnightNox,Dark Souls,All Bosses,Dark Souls All Bosses No Hit – SL1,https://www.twitch.tv/videos/944234719
TheKnightNox,Dark Souls II,Any%,Dark Souls II Any % No Hit,https://www.twitch.tv/videos/636220651
TheKnightNox,Dark Souls II,Any%,Dark Souls II Any % No Hit – Fat Rolling (World’s First),https://www.twitch.tv/videos/844392453
TheKnightNox,Dark Souls II,Any%,Dark Souls II Any % No Hit – CoC,https://www.twitch.tv/videos/890638796
TheKnightNox,Dark Souls II,Any%,Dark Souls II Any % No Hit – Consumables Only (World’s First),https://www.twitch.tv/videos/954314692
TheKnightNox,Dark Souls II,Any%,Dark Souls II Any% No Hit – Short Bow Only,https://www.twitch.tv/videos/1692071924
TheKnightNox,Dark Souls II,Any%,Dark Souls II Any% No Damage,https://www.twitch.tv/videos/1773638533
TheKnightNox,Dark Souls III,Any%,Dark Souls III Any % No Hit,https://www.twitch.tv/videos/777152489
TheKnightNox,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.twitch.tv/videos/1022557945
TheKnightNox,Sekiro,Shura Ending,"Sekiro Shura Ending No Damage ",https://www.twitch.tv/videos/1710494415
TheKnightNox,Sekiro,Shura Ending,Sekiro Shura Ending No Hit – No Kuro’s Charm,https://www.twitch.tv/videos/1722188783
TheKnightNox,Hollow Knight,Any%,Hollow Knight Any% No Hit – No Damage,https://www.twitch.tv/videos/1678297513
PipeOrgan2,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.twitch.tv/videos/657226909
PipeOrgan2,Dark Souls III,Dark Souls III,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/558666591
MasterRaven,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/644102570
FreelancerAlaska,Sekiro,Shura Ending,Sekiro Shura Ending No Damage,https://www.twitch.tv/videos/668635015
FreelancerAlaska,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Damage,https://www.twitch.tv/videos/700759955
FreelancerAlaska,Sekiro,Purification Ending,Sekiro Purification Ending No Damage,https://www.twitch.tv/videos/826394932
Sublime,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/675637105
Sublime,Cuphead,Any%,Cuphead Any% No Damage – Peashooter Only (World’s First),https://www.youtube.com/watch?v=_lwFE-uy1lo&t
Sublime,Cuphead,Any%,Cuphead Any% No Damage – Co-op Run (World’s First),https://www.youtube.com/watch?v=ywyjIJJaLzI
Sublime,Cuphead,Any%,Cuphead Any% No Damage – Dashless (World’s First),https://www.youtube.com/watch?v=SSP2PC-3TwU&t=
Sublime,Cuphead,All Flags,Cuphead All Flags No Damage – Peashooter Only (World’s First),https://www.youtube.com/watch?v=Xe_RMVjf1Ck&t
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Peashooter Only (World’s First),https://www.youtube.com/watch?v=cXoy3J7zEwc
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% All S Ranks No Damage (World’s First),https://www.youtube.com/watch?v=ikogqVr7idg&lc=Ugzw0D7Pq-R2RSy4g_54AaABAg
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% All Bosses and Minibosses No Damage (World’s First),https://www.youtube.com/watch?v=pXHZpQx7glk&t=1s
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Roundabout Only (World’s First),%20https://www.youtube.com/watch?v=Z0zhBsDfVG0
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Charge Only (World’s First),https://www.youtube.com/watch?v=xgMAZY4bqTA
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Spread Only (World’s First),%20https://www.youtube.com/watch?v=Yn8oSx_Ivgk
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Dashless,https://www.youtube.com/watch?v=SSP2PC-3TwU&t=
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Lobber Only (World’s First),https://www.youtube.com/watch?v=rPOVM92Pfz8
Sublime,Cuphead,Expert Any%,Cuphead Expert Any% No Damage – Chaser Only (World’s First),https://www.youtube.com/watch?v=oQelQ7hPh_4
Sublime,Cuphead,Expert All Flags,Cuphead Expert All Flags No Damage (World’s First),https://www.youtube.com/watch?v=xGo2agcB0Iw&t=167s
Sublime,Cuphead,Expert All Flags,Cuphead Expert All Flags and Minibosses No Damage (World’s First),https://www.youtube.com/watch?v=ZSIsY63efJc
Sublime,Cuphead,Expert All Flags,Cuphead Expert All Perfect Grades No Damage (World’s First),https://www.youtube.com/watch?v=Z8fXupGkews&lc=UgxsYhH_XTHDbZFtXip4AaABAg
Sublime,Cuphead,Expert All Flags,Cuphead Expert All Perfect Grades and Minibosses No Damage (World’s First),https://www.youtube.com/watch?v=XSpZ_UE7NHc%20
SuperTatchi,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/645818875
SuperTatchi,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.twitch.tv/videos/680471433
Markish_00,Demon's Souls Remake,All Bosses,Demon’s Souls Remake All Bosses No Hit,https://www.youtube.com/watch?v=ctrRFi-_jHY
Markish_00,Dark Souls,Any%,Dark Souls Any % No Hit,https://www.twitch.tv/videos/635035310?collection=VTU_sSOrFxawfw
Markish_00,Dark Souls,Any%,Dark Souls Any % No Hit – Feet Only (World’s First),https://www.twitch.tv/markish_00/video/720791142
Markish_00,Dark Souls,Any%,Dark Souls Any % No Hit – Sorcery,https://www.youtube.com/watch?v=zL8tNgR42ZM
Markish_00,Dark Souls,Any%,Dark Souls Any % No Damage,https://www.youtube.com/watch?v=sp1V4MIxw2M
Markish_00,Dark Souls,Any%,Dark Souls Any % No Hit – SL1,https://www.youtube.com/watch?v=pZfFc8NisEI&ab_channel=Markish00
Markish_00,Dark Souls,Any%,Dark Souls Any % No Hit – Pyro Only,https://youtu.be/EOGdV-4-AC0
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Black Knight Greatsword," https://youtu.be/JaaNXjte0jo"
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Rangeless,https://youtu.be/M4znbnWu22Q
Markish_00,Dark Souls,Any%,Dark Souls Any % No Hit – No HUD (World’s First),https://www.youtube.com/watch?v=gI9-G70yyZk
Markish_00,Dark Souls,Any%,"Dark Souls Any% No Hit – SL1, No Upgrades, No Bonfire (World’s First)",https://youtu.be/i3dd2EDZSmU
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – No Rings,https://www.youtube.com/watch?v=b43RDjl5vqU
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Catalyst Melee Only (World’s First),https://youtu.be/KVa43wj-WUQ
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Uchigatana Only,https://youtu.be/afNM1YtZDTA
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Claymore Only,https://youtu.be/Wf0hteX9Rog
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Morning Star Only,https://youtu.be/UMkCpbIcFQs
Markish_00,Dark Souls,Any%,"Dark Souls Any% No hit – Crystal Straight Sword Only, Weapon Level 0 (World’s First)",https://youtu.be/2_XsOmm6jz0
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Flamberge Only (World’s First),https://youtu.be/ycE-E6aGcOs
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – No Consumables,https://youtu.be/qvSSzH0_WmM
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Quelaag Furysword Only (World’s First),https://youtu.be/InNaHYtbufg
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Golem Axe Only (World’s First),https://youtu.be/IeAz2_QIFVc
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Greataxe Only (World’s First),https://youtu.be/R-8Kt8ihY48
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Washing Pole Only (World’s First),https://youtu.be/NGupYvIkVZs
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Claws Only (World’s First),https://youtu.be/s04IIEANMxY
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Halberd Only,https://youtu.be/SmKDDblPalI
Markish_00,Dark Souls,Any%,Dark Souls Any% No Hit – Demon’s Spear Only,https://youtu.be/WqDZDNzSnkw
